productoid,nombre,referencia,ean13,ingreso,costo,contribucion,ventana_dias,servidor_sync
"028774","BRINKY 500G 10U","","7702011269911",29700.0000,21133.9298,8566.0702,30,"192.168.123.231"
"014379","POPETA 165G","","7702354934316",29700.0000,21085.3244,8614.6756,30,"192.168.123.231"
"029084","PASABOCAS YUPI 170G PALOMITAS","","7703133008174",29700.0000,21018.0000,8682.0000,30,"192.168.123.231"
"025385","CREMA DENTAL FORTIDENT 85G LIMPIEZA PROFUNDA P2 L3","200042963","7702006404884",29600.0000,21298.0000,8302.0000,30,"192.168.123.231"
"023409","ATUN ISABEL 142G AGUA","","8410111009465",29600.0000,20723.4880,8876.5120,30,"192.168.123.231"
"026243","CEPILLO DENTAL WHOLEFRESH SENSE TEXTURA FIRME 2U","200043413","7704768005347",29550.0000,12129.0000,17421.0000,30,"192.168.123.231"
"004054","GALLETA COLOMB MULTICEREAL Y MIEL 180G 6U","","7702011274649",29500.0000,19681.2356,9818.7644,30,"192.168.123.231"
"027685","POLVO JOHNSONS 200G BABY ORIGINAL","200045236","7702031244592",29450.0000,22687.5600,6762.4400,30,"192.168.123.231"
"014939","PAN BIMBO 650G INTEGRAL CJAX8U","","7705326073365",29400.0000,25247.7302,4152.2698,30,"192.168.123.231"
"002823","MUÑECA CONCHA 250G PACX24U","","7702020112123",29400.0000,24535.8917,4864.1083,30,"192.168.123.231"
"015797","CREMA CREMOQUINONA 30G TOPICA DIA","100022679","7702195205453",29400.0000,22730.0055,6669.9945,30,"192.168.123.231"
"007584","LIMPIADOR MR MUSCULO COCINA 500ML ANTIGRASA","","7790520986030",29400.0000,21154.6000,8245.4000,30,"192.168.123.231"
"024997","GINGER SCHWEPPEES 1.5LT","","7702535011812",29400.0000,21105.9615,8294.0385,30,"192.168.123.231"
"018480","SHAMPOO HYS 375ML 2E1 SUAVE Y MANEJABLE +180ML","200038905","7500435126816",29400.0000,21019.3739,8380.6261,30,"192.168.123.231"
"018481","SHAMPOO HYS 375ML LIMPIEZA RENOVADORA +SHA 180ML","200038904","7500435126809",29400.0000,20995.7757,8404.2243,30,"192.168.123.231"
"019524","RUGULA CAMPFRES BANDEJA 150G","","701575344789",29400.0000,20727.5845,8672.4155,30,"192.168.123.231"
"024301","QUESO DELVECCHIO 400G BLOQUE PERA","","7702222000259",29200.0000,24641.5600,4558.4400,30,"192.168.123.231"
"023762","PASABOCAS MARGARITA 135G NATUCHIP PLATANO MADURO","","7702189045751",29200.0000,20555.5782,8644.4218,30,"192.168.123.231"
"022171","HINDU AROMATICA 18G 20U","","7702746030312",29200.0000,20142.9371,9057.0629,30,"192.168.123.231"
"019382","SALSA AMAZON 355ML SRIRACHA FRASCO","","7702097057921",29200.0000,20094.6630,9105.3370,30,"192.168.123.231"
"029120","SALCHICHA KIMBY POLLO 500G 2U","","7700708109281",29200.0000,20073.9458,9126.0542,30,"192.168.123.231"
"029024","CREMA DENTAL COLGATE 75G TOTAL ENCIAS SALUDABLES 3U","200046361","7509546696287",29100.0000,25564.0000,3536.0000,30,"192.168.123.231"
"003272","CREMA PONDS 100G FACIAL CLARANT B3 PIEL NORMAL A GRASA","200003437","7501056330309",29100.0000,17821.6967,11278.3033,30,"192.168.123.231"
"022809","JABON COCO VARELA 300G 3U CJAX16T","","7702191657850",29000.0000,20247.9800,8752.0200,30,"192.168.123.231"
"017632","CREMA TEATRICAL 100G FACIAL ANTIARRUGAS","200038035","0650240032691",28950.0000,22112.6386,6837.3614,30,"192.168.123.231"
"012294","DESODORANTE DOVE SPRAY 89ML ORIGINAL WOMEN 2U","200035829","7702006201032",28950.0000,19717.1300,9232.8700,30,"192.168.123.231"
"003492","CITROMEL LIQUIDO JARABE 310ML JGB","100002314","7702560000102",28900.0000,25059.0000,3841.0000,30,"192.168.123.231"
"011939","CLOTRIMAZOL 100MG 10TAB PROCAPS","100010968","7703153016050",28900.0000,13149.0000,15751.0000,30,"192.168.123.231"
"003137","SALERO REFISAL 120G LIGHT","","7703812401418",28800.0000,24288.9600,4511.0400,30,"192.168.123.231"
"018730","PASABOCAS PRINGLES 40G TARRO","","38000846748",28800.0000,20351.3428,8448.6572,30,"192.168.123.231"
"012876","ALCAPARRA CORUÑA 250G","","7702312090047",28800.0000,19452.7632,9347.2368,30,"192.168.123.231"
"004894","NISTATINA 60ML SUSPENSION LAB","100009041","7707177970633",28800.0000,16712.0000,12088.0000,30,"192.168.123.231"
"029183","YOG ALPI YOGO PREMIO 150 FRES","29183","7702001047154",28700.0000,20110.9795,8589.0205,30,"192.168.123.231"
"030845","RIOPAN GEL 10ML 1U CJAX20SBS","100023242","7730766000442",28600.0000,21369.0000,7231.0000,30,"192.168.123.231"
"028988","AVENA ALQUERIA CUBANA PRO 220ML 4U VASO","","7702177023716",28600.0000,20365.7239,8234.2761,30,"192.168.123.231"
"007967","TE SUNTEA 12G 2LT","","7702354948344",28500.0000,19950.0000,8550.0000,30,"192.168.123.231"
"023214","PANELADA 1.5LT LIMON X1U","","7702354950347",28500.0000,19949.9468,8550.0532,30,"192.168.123.231"
"017744","AGUARDIENTE ANTIOQUEÑO 375ML AMARILLO","","7702168594300",28500.0000,19113.3700,9386.6300,30,"192.168.123.231"
"029810","CAJA KENDY No3 2800ML ALASKA MEDIANA","","7703036620701",28500.0000,12350.3520,16149.6480,30,"192.168.123.231"
"007450","SPLENDA 50SBS CAJA 50G","100009685","0722776020012",28500.0000,11269.3300,17230.6700,30,"192.168.123.231"
"002903","LEVADURA LEVAPAN 800G SECA","","7702014590821",28400.0000,20186.2192,8213.7808,30,"192.168.123.231"
"020873","SUPERIOR GRIEGO 150G 3U SURTIDO VASO","","7702298006513",28400.0000,20168.5000,8231.5000,30,"192.168.123.231"
"027587","VINAGRE LIMPIEZA AZUL KLEAN 950ML","","7702310042598",28400.0000,20067.6416,8332.3584,30,"192.168.123.231"
"026881","LIMPIADOR ECOAZUL 1LT","","7702310042727",28400.0000,20000.0000,8400.0000,30,"192.168.123.231"
"003767","CREMA PONDS 50G FACIAL NUTRITIVA","200003453","7501056325442",28300.0000,17759.6628,10540.3372,30,"192.168.123.231"
"006516","KLIM 1+ 500G BSA","200037417","7702024025733",28200.0000,31033.0000,-2833.0000,30,"192.168.123.231"
"015333","SUERO FISIOLOGICO BSA 500ML QUIBI","100014043","7707229970161",28200.0000,27356.5155,843.4845,30,"192.168.123.231"
"023765","SALCHICHA RICA MANGUERA 500G 5U","","7702398040516",28200.0000,20112.0945,8087.9055,30,"192.168.123.231"
"025755","SHAMPOO DERMACASP 100ML CONTROL CASPA","100027292","7704768003213",28200.0000,15081.6875,13118.3125,30,"192.168.123.231"
"012663","CREMA SOPERA 85G 3P SURTIDO 3U DISX18U","","7702354931797",28140.0000,19338.0000,8802.0000,30,"192.168.123.231"
"005444","DESODORANTE GILLETTE GEL 113G POWER RUSH MEN","200017437","0047400097872",28100.0000,20533.0000,7567.0000,30,"192.168.123.231"
"027421","ALIMENTO LACTEO ALQUERIA 100G 1U MYM","","7707331405506",28000.0000,20056.7432,7943.2568,30,"192.168.123.231"
"002312","SALSA AJI SANJORGE 60ML PIQUETASCO FRASCO","","7702014375817",28000.0000,19998.9190,8001.0810,30,"192.168.123.231"
"002178","HOJAS MINORAS 1U CJAX20U","200037392","7500435118026",28000.0000,9273.7860,18726.2140,30,"192.168.123.231"
"029222","CERVE CUSQUE 330ML 6U","29222","7753749001229",27990.0000,19846.8000,8143.2000,30,"192.168.123.231"
"002393","SALCHICHA RICA 3X15G VIENA 7U","","7702398030180",27980.0000,19872.0842,8107.9158,30,"192.168.123.231"
"030793","GELATINA GELHADA 35G 4U","","7702014517958",27960.0000,26965.0000,995.0000,30,"192.168.123.231"
"009974","DESODORANTE SPEED STICK GEL 85G EXTREME TECH 24./7 MEN 2U","200024917","7509546691749",27950.0000,50542.0736,-22592.0736,30,"192.168.123.231"
"003922","DESODORANTE GILLETTE GEL 113G COOL WAVE MEN","200017436","047400097728",27950.0000,21203.8320,6746.1680,30,"192.168.123.231"
"004849","CREMA LUBRIDERM 200ML UV-15","200012459","7702035416155",27950.0000,20118.0708,7831.9292,30,"192.168.123.231"
"030759","CREMA TEATRICAL 100G FACIAL CELULAS MADRE ARROZ COREANA","200047954","0650240077524",27950.0000,20023.0000,7927.0000,30,"192.168.123.231"
"003357","CREMA NIVEA 400ML CORPORAL","200004725","4005808319695",27950.0000,19578.4737,8371.5263,30,"192.168.123.231"
"005743","YASMINIQ 28TAB CAJA 3MG/0.02MG","100012454","4057598029384",27900.0000,22873.0000,5027.0000,30,"192.168.123.231"
"017884","DESODORANTE LADY SPEED STICK SPRAY 91G DERMOACLARA WOMEN","200037050","7509546076478",27900.0000,19779.4730,8120.5270,30,"192.168.123.231"
"021097","FERRERO ROCHE 100G CAJA 8U","","7861002900117",27900.0000,19723.0069,8176.9931,30,"192.168.123.231"
"029173","LIMV BINNER 5E1 700ML SPY","29173","7702155021482",27900.0000,19213.3270,8686.6730,30,"192.168.123.231"
"005838","COLA Y POLA 330ML LATA 6U PACX4S","","7702004016621",27900.0000,17742.9800,10157.0200,30,"192.168.123.231"
"030990","AVENA QUAKER HOJUELA 1.8KL","","7702193101399",27900.0000,17000.0000,10900.0000,30,"192.168.123.231"
"028394","NUGGETS POLLO CAMPOLLO 240G 5U","","7700708513491",27870.0000,18042.0612,9827.9388,30,"192.168.123.231"
"025363","POLLO BUCANERO MUSLO BBQ 900G","","7700708002773",27800.0000,22581.9838,5218.0162,30,"192.168.123.231"
"028686","YOGURT MONTANINO 280G SIN AZUCAR","","7708108198850",27800.0000,22400.0000,5400.0000,30,"192.168.123.231"
"024535","ENALAPRIL 20MG 30TAB MK","100026979","7702057716578",27800.0000,19328.5001,8471.4999,30,"192.168.123.231"
"011391","PEPSI 2.5LT","","7702192107675",27750.0000,19484.0652,8265.9348,30,"192.168.123.231"
"002766","DORIA CABELLO DE ANGEL 250G PACX24U","","7702085012079",27600.0000,22325.9610,5274.0390,30,"192.168.123.231"
"021919","DETERGENTE DERSA 1KG CJAX20U","","7702166041530",27600.0000,21416.4900,6183.5100,30,"192.168.123.231"
"008685","LIMPIADOR MR MUSCULO COCINA 500ML","","7790520155245",27600.0000,19846.2300,7753.7700,30,"192.168.123.231"
"023939","PASABOCAS SUPER RICAS 205G","","7702152109930",27600.0000,19622.2500,7977.7500,30,"192.168.123.231"
"015809","MOSTAZA FRUCO 200G DOYPACK","","7702047021934",27600.0000,19434.0006,8165.9994,30,"192.168.123.231"
"000099","CIRUELA KILO","","99",27540.0000,26257.4958,1282.5042,30,"192.168.123.231"
"018357","CREMA TEATRICAL 200ML FACIAL HUMECTANTE","200041356","0650240027581",27500.0000,19701.3299,7798.6701,30,"192.168.123.231"
"029604","SHA BABY SOFT 750ML CUID DELI","200047681","7750243081689",27500.0000,19305.4218,8194.5782,30,"192.168.123.231"
"018083","YOGURT ALPINA 1700G","","7702001155279",27500.0000,19141.0000,8359.0000,30,"192.168.123.231"
"028812","BARRILETE SUPER CHOCO MASMELO 50G","28812","7702993046180",27500.0000,18478.1651,9021.8349,30,"192.168.123.231"
"011658","PINCHOS POLLO ZENU 300G 6U","","7701101361221",27500.0000,18349.7000,9150.3000,30,"192.168.123.231"
"014028","TENA PN SLIP M 9U CLASICO","200033187","7702027479625",27500.0000,16993.5200,10506.4800,30,"192.168.123.231"
"026298","DESODORANTE REXONA SPRAY 150ML EXTRA COOL MEN 2U","200043037","7702006405423",27450.0000,25414.7900,2035.2100,30,"192.168.123.231"
"013678","HAMBURGUESA ZENU RES PREASADA 400G 4U","","7701101245958",27450.0000,19155.0000,8295.0000,30,"192.168.123.231"
"010855","SHAMPOO LA JOYA 500ML","","7702088902469",27450.0000,18433.5482,9016.4518,30,"192.168.123.231"
"004195","PASABOCAS SUPER RICAS 150G TODORICO","","7702152109701",27400.0000,20599.8000,6800.2000,30,"192.168.123.231"
"030005","PAPEL HIGIENICO SUPER BLANKO 27MTS GRUESO 12U","","7702518021210",27400.0000,14775.5333,12624.4667,30,"192.168.123.231"
"003138","SALERO REFISAL 130G ORIGINAL PACX24U","","7703812004862",27300.0000,22068.2260,5231.7740,30,"192.168.123.231"
"029648","SUAV MBOY 1LT FLOR","29648","7707291737051",27300.0000,18727.3990,8572.6010,30,"192.168.123.231"
"025417","BOLSA TASK 80X110 10U NEGRA","25417","7703147172694",27300.0000,18333.0000,8967.0000,30,"192.168.123.231"
"004154","ARROZ DIANA 1LB RICA SOPA","","7704269009691",27300.0000,15346.4424,11953.5576,30,"192.168.123.231"
"014239","HINDU INFUSION 20G 20U","","7702746090040",27200.0000,18512.6025,8687.3975,30,"192.168.123.231"
"010638","VELA LUMINAR #2","","7709581601943",27200.0000,15427.3077,11772.6923,30,"192.168.123.231"
"010100","CLORURO DE MAGNESIO FCO 50CAP NATURAL FRESHLY","100018442","7707232096186",27150.0000,16884.0000,10266.0000,30,"192.168.123.231"
"028548","CERDO CHICHARRON LA FAZENDA 500G","","7700443193163",27000.0000,22989.0606,4010.9394,30,"192.168.123.231"
"023696","CAT CHOW ADULTO 500G PESCADO","","7702521104795",27000.0000,21148.1682,5851.8318,30,"192.168.123.231"
"029203","LIM DERSA 2LT MNZA VINA MULTI","29203","7702166052208",27000.0000,18981.7638,8018.2362,30,"192.168.123.231"
"024871","PAPEL ZEUX 40MT ALUMINIO REPUESTO","","7703562201153",27000.0000,18791.9352,8208.0648,30,"192.168.123.231"
"028878","SUAVIZANTE TOP TERRA 1.5LT ECO ACTIVO DOYPACK","","7702166053892",27000.0000,18774.8596,8225.1404,30,"192.168.123.231"
"017958","ARANDANOS SOLSEMILLA 200G","","7707332231869",27000.0000,18146.0407,8853.9593,30,"192.168.123.231"
"028706","GOMAS TRULULU 100G NANOS BOLSA","","7702993054581",27000.0000,18143.8788,8856.1212,30,"192.168.123.231"
"018232","CURCUMA BANDEJA","","",27000.0000,18000.0000,9000.0000,30,"192.168.123.231"
"017868","BICARBONATO REY 125G","","7702175159264",27000.0000,17130.5265,9869.4735,30,"192.168.123.231"
"000537","PARACODINA FCO 120ML","100000113","7704039112064",27000.0000,14902.6600,12097.3400,30,"192.168.123.231"
"000269","COMPLEJO-B 10TAB ECAR CJAX250TAB","100001421","7702184010082",27000.0000,6524.7018,20475.2982,30,"192.168.123.231"
"008819","DESODORANTE SPEED STICK SPRAY 91G EXTREME MEN","200037049","7509546076461",26950.0000,18553.4535,8396.5465,30,"192.168.123.231"
"027367","SALSA ROSADA BARY 140G C/V","","7702439845827",26910.0000,18061.4718,8848.5282,30,"192.168.123.231"
"021054","SEDA DENTAL ANDES 400MT MENTA","200040328","7704768004197",26900.0000,16054.0000,10846.0000,30,"192.168.123.231"
"020384","PAN BIMBO 525G HAMBURGUESA 6U CJAX6U","","7705326076809",26850.0000,23253.0000,3597.0000,30,"192.168.123.231"
"027703","SANEG CORUNA 500ML","27703","7702312542409",26850.0000,17570.5200,9279.4800,30,"192.168.123.231"
"024951","ATUN ISABEL 142G LOMITOS ACEITE 2U","","7707317205984",26800.0000,19124.2468,7675.7532,30,"192.168.123.231"
"002816","MEZCLA DOÑA TORTA HAZ DE OROS 500G","","7702020211208",26800.0000,19121.1691,7678.8309,30,"192.168.123.231"
"027537","CHOCOLATINA COLOMBINA 120G CREMA AVELLANA","","7702011062024",26800.0000,18082.6003,8717.3997,30,"192.168.123.231"
"010520","ACETAMINOFEN 150MG JARABE AMERICAN GENERICS","100003827","7706569001436",26800.0000,6534.6020,20265.3980,30,"192.168.123.231"
"024050","LAVA PLATOS LIQUIDO LOZA CREM 720ML LIMON ALOE","","7703812400268",26700.0000,18309.0000,8391.0000,30,"192.168.123.231"
"030058","SANGRE DRAGON 60ML FUNAT","100020925","7706849116676",26600.0000,24751.0000,1849.0000,30,"192.168.123.231"
"028792","BOLSA IMPERSA ROLLO 45X60 10U PEQUEÑA NEGRA","","7707299325458",26600.0000,21341.9654,5258.0346,30,"192.168.123.231"
"023093","DESODORANTE LADY SPEED STICK CREMA 100G CLINICAL COMPLETE WOMEN","200041721","7509546668673",26600.0000,14278.0000,12322.0000,30,"192.168.123.231"
"016240","MICROPORE FAST CARE DISPLEY 1X5 1U ICOM PAQX3U","200034173","7707200904130",26600.0000,10095.9900,16504.0100,30,"192.168.123.231"
"025332","FRESCO HIT 500ML","","7702090033601",26550.0000,18267.5336,8282.4664,30,"192.168.123.231"
"006538","CREMA DENTAL SENSODYNE 50G PROTECCION COMPLETA","200045438","7896009499074",26500.0000,19337.7808,7162.2192,30,"192.168.123.231"
"002165","SERVILLETA FAMILIA 300U PRACTI DIARIAS BLANCA CJAX15U","","7702026183806",26500.0000,19030.0000,7470.0000,30,"192.168.123.231"
"022705","MIGAS PAN BIMBO 250G","","7705326014078",26500.0000,18559.3063,7940.6937,30,"192.168.123.231"
"027496","PANCAKES TONING 500G SIN GLUTEN","","7702622755582",26500.0000,16069.6968,10430.3032,30,"192.168.123.231"
"014761","ALQUERIA 1100ML DESLACTOSADA DESCREMADA 1U","","7702177017975",26400.0000,22254.9716,4145.0284,30,"192.168.123.231"
"028476","CHUNKY DOGYURT 160G DELIDOG","","7707205153052",26400.0000,21015.1344,5384.8656,30,"192.168.123.231"
"012196","SUAVIZANTE DERSA 1.5LT","","7702166052512",26400.0000,18843.7815,7556.2185,30,"192.168.123.231"
"023036","GELATINA FRUTIÑO 120G SURTIDA LINE 3U","","7702354931582",26400.0000,18388.0000,8012.0000,30,"192.168.123.231"
"025121","TRATAMIENTO NUTRIBELA 450ML CELULAS MADRE","79491810","7702354951764",26400.0000,17795.5000,8604.5000,30,"192.168.123.231"
"020693","SALSA BBQ BARY 170ML HOT FRASCO","","7702439336332",26400.0000,17623.8084,8776.1916,30,"192.168.123.231"
"028224","PASTEL DE POLLO ZENU 300G 8U","","7701101362143",26400.0000,16376.0000,10024.0000,30,"192.168.123.231"
"000461","SAL DE FRUTAS 1SBS CJAX50SBS","100005965","7702057840310",26400.0000,15962.0496,10437.9504,30,"192.168.123.231"
"008075","CREMA MAGGI 60G POLLO CHAMPIÑON DISX24U","","7702024600848",26400.0000,15317.7606,11082.2394,30,"192.168.123.231"
"025703","MORCILLA COLANTA 450G 8U","","7702129073608",26400.0000,14336.0000,12064.0000,30,"192.168.123.231"
"012620","KICK MANI COLOMBINA 162G 12U","200042143","7702011162144",26400.0000,13758.9118,12641.0882,30,"192.168.123.231"
"000022","RABANO KILO","","22",26353.0000,78118.5768,-51765.5768,30,"192.168.123.231"
"006656","CEPILLO DENTAL COLGATE 360 SUAVE 2U","200030945","7891024316207",26200.0000,19795.0000,6405.0000,30,"192.168.123.231"
"019818","LIMPIA PISO AROMAX 2 EN 1 20U","","7702354946449",26200.0000,18719.9736,7480.0264,30,"192.168.123.231"
"022176","QUESO ALPINA 282G TAJADO 15U","","7702001011452",26200.0000,18566.0000,7634.0000,30,"192.168.123.231"
"014888","HINDU TE VERDE 26G 20U","","7702746072008",26200.0000,18355.7230,7844.2770,30,"192.168.123.231"
"028845","ESPONJA SCOTCH MULTIESPONJA P2 L3","","7702098022669",26200.0000,17983.8285,8216.1715,30,"192.168.123.231"
"007475","GAAP OFTENO FCO 3ML","100013682","0736085410624",26100.0000,21841.0000,4259.0000,30,"192.168.123.231"
"021377","LIMPION LUNAY MAGICO 3U","","7707299321818",26100.0000,18512.4741,7587.5259,30,"192.168.123.231"
"020585","SALSA QUESO BARY 200G DOYPACK CJAX24U","","7702439269326",26100.0000,17412.0650,8687.9350,30,"192.168.123.231"
"029359","DEPIL DEPILEX 200G PIEL SENSI","200047215","7702277667490",26100.0000,15822.0000,10278.0000,30,"192.168.123.231"
"024814","GUANTES RUBBERPLUS C25 T8 BICOLOR","","7707349920343",26000.0000,18463.6068,7536.3932,30,"192.168.123.231"
"028423","SOPA AJINOMEN 49G CARNE CUP PRELISTO","","7754487002790",26000.0000,17136.1196,8863.8804,30,"192.168.123.231"
"005290","CATALAC JARABE 90ML ICOM","100011052","7707200900040",26000.0000,10576.0152,15423.9848,30,"192.168.123.231"
"003022","FESTIVAL 403G 12U CJAX24U","","7702025103867",25980.0000,19000.0000,6980.0000,30,"192.168.123.231"
"030906","PANCITOS BIMBO 300G FRUTOS ROJOS","","7705326743152",25950.0000,22502.4546,3447.5454,30,"192.168.123.231"
"030391","CREMA DENTAL COLGATE 75G TOTAL WHITENING","200047740","7509546698007",25950.0000,19903.6297,6046.3703,30,"192.168.123.231"
"026116","CAF COLCAFE CLAS 270G CAPPUCCI","26116","7702032118410",25950.0000,18840.0000,7110.0000,30,"192.168.123.231"
"015749","CREMA DENTAL COREGA 20G ULTRA MENTA","200035182","7794640171710",25950.0000,18819.3087,7130.6913,30,"192.168.123.231"
"026694","LEVOTIROXINA 25MG 30TAB MK","100027809","7702057717346",25950.0000,17795.7700,8154.2300,30,"192.168.123.231"
"012098","CEPILLO DENTAL ORAL-B PRO 7 BENEFICIOS P1 L2","200026056","7501001100285",25950.0000,17599.0000,8351.0000,30,"192.168.123.231"
"028432","DESODORANTE BALANCE CREMA 70G CLINICAL PROTECTION MEN","200045789","7702045077407",25950.0000,14735.4380,11214.5620,30,"192.168.123.231"
"010012","BUSCAPINA FEM 200MG/400MG CJAX6TAB","100011666","7703202221275",25900.0000,23733.6000,2166.4000,30,"192.168.123.231"
"026430","DOG CHOW ADULTO 1KL CARNE/POLLO","","7702521010706",25900.0000,21171.8556,4728.1444,30,"192.168.123.231"
"007606","CREMA MAGGI 56G MARINERA DISX24U","","7702024191308",25900.0000,17691.9659,8208.0341,30,"192.168.123.231"
"010859","MOSTANEZA LACONSTANCIA 380G DEL RANCHO","","7702097066169",25900.0000,17407.7000,8492.3000,30,"192.168.123.231"
"025980","YOGURT ALPINA ORIGINAL 200G","029860","7702001044191",25900.0000,10344.2980,15555.7020,30,"192.168.123.231"
"025757","CURCUMA REY 25G","","7702175137422",25870.0000,16829.6865,9040.3135,30,"192.168.123.231"
"017567","OH MAI GAT 500G JUGUETONES Y EXPLORADORES","","7702084057002",25800.0000,20882.7800,4917.2200,30,"192.168.123.231"
"028797","BOLSA IMPERSA ROLLO 45X60 12U AROMA UVA MORAD","","7707299328473",25800.0000,19184.5830,6615.4170,30,"192.168.123.231"
"021340","CALDO DOÑA GALLINA 108G P9 L12 DESMENUZADO","","7702354946043",25740.0000,17583.3054,8156.6946,30,"192.168.123.231"
"027763","CERVEZA CLUB COLOMBIA 269ML LATA 6U PACX4S","","7702004004727",25700.0000,22904.9800,2795.0200,30,"192.168.123.231"
"019841","SOLUCION MULTIPROPOSITO FAST CARE 120ML ICOM","200039330","7704768000724",25650.0000,11808.0526,13841.9474,30,"192.168.123.231"
"026796","QUINUA KARAVANSAY 350G NEGRA","","7707357440673",25600.0000,20034.0000,5566.0000,30,"192.168.123.231"
"026797","QUINUA KARAVANSAY 350G ROJA","","7707357440604",25600.0000,20019.8250,5580.1750,30,"192.168.123.231"
"013468","WAFER COCOSETTE 368G P7 L8","","7702024718727",25600.0000,19120.0000,6480.0000,30,"192.168.123.231"
"012782","HINDU INFUSION 20G 20U","","7702746093058",25600.0000,18816.0000,6784.0000,30,"192.168.123.231"
"031006","CAMARON  ANTILLANA 300G TRADICIONAL PERCOCIDO 2U","","7700695111915",25600.0000,12988.1000,12611.9000,30,"192.168.123.231"
"029860","PANELA DELMELAO 1200G PARTIDA 5U","","7707346730051",25500.0000,26164.9290,-664.9290,30,"192.168.123.231"
"019192","QUESO STELAR 250G BLOQUE DOBLE CREMA","","7709990966923",25500.0000,21600.0000,3900.0000,30,"192.168.123.231"
"015090","ENJUAGUE LISTERINE 473ML WHITENING EXTREME","200032544","7702031618744",25500.0000,18413.0156,7086.9844,30,"192.168.123.231"
"023258","PANU FAMIL GRIP 4U BOLSA","200012597","7702026032951",25500.0000,17981.3198,7518.6802,30,"192.168.123.231"
"028641","LAVA PLATOS DERSA 450G LIMON 2U","","7702166013261",25500.0000,17717.6560,7782.3440,30,"192.168.123.231"
"031008","PASABOCAS MARGARITA 150G DETODITO","","7702189060327",25500.0000,17069.4607,8430.5393,30,"192.168.123.231"
"005273","PASABOCAS MARGARITA 150G DETODITO","","7702189057631",25500.0000,16876.2600,8623.7400,30,"192.168.123.231"
"010425","CUCHUCO CEBADA BELLINI 500G PACX25U","","7707325845165",25500.0000,16686.0365,8813.9635,30,"192.168.123.231"
"028742","PASABOCAS MARGARITA 165G DETODITO","","7702189059970",25500.0000,16685.6109,8814.3891,30,"192.168.123.231"
"023438","COLOMBIANA 400ML","","7707151700874",25500.0000,13542.8208,11957.1792,30,"192.168.123.231"
"029924","HIDRASOL 60 HIDRATANTE 500ML ZINC COCO ICOM","100026148","7704768005170",25500.0000,12590.8874,12909.1126,30,"192.168.123.231"
"029926","HIDRASOL 60 HIDRATANTE 500ML ZINC UVA ICOM","100022132","7704768005743",25500.0000,12575.9990,12924.0010,30,"192.168.123.231"
"031023","DOG CHOW ADULTO 1KL NUTRI/REFOR","","7702521503529",25400.0000,20536.8400,4863.1600,30,"192.168.123.231"
"009403","CIPROFLOXACINA 500MG 10TAB AMERICAN GENERICS","100003879","7706569000088",25400.0000,9035.6676,16364.3324,30,"192.168.123.231"
"002183","REPUESTO GILLETTE MACH3  2U","200006496","0047400179240",25350.0000,21648.4500,3701.5500,30,"192.168.123.231"
"014553","COLOR REY 90G","","7702175158656",25300.0000,16493.3450,8806.6550,30,"192.168.123.231"
"004165","SANREMO CABELLO DE ANGEL 250G PACX24U","","7702020040266",25300.0000,15030.2512,10269.7488,30,"192.168.123.231"
"006488","ACTIVIRAL UNGUENTO 5% 15G","6488","7707019379464",25300.0000,9577.2602,15722.7398,30,"192.168.123.231"
"030054","LACTOVID GEL 600ML FRASCO BISONTE","200045311","8411135009622",25250.0000,20376.9405,4873.0595,30,"192.168.123.231"
"028227","SALTINAS 9U INTEG 220G","28227","7702024290711",25200.0000,18576.0000,6624.0000,30,"192.168.123.231"
"030886","CREMA JERGENS 400ML MANTECA DE KARITE","200047092","0019100179301",25200.0000,18183.0000,7017.0000,30,"192.168.123.231"
"019548","CEPILLO DENTAL G-U-M PROXABURSH 6U","200038412","7630019900164",25200.0000,17751.0000,7449.0000,30,"192.168.123.231"
"003143","COMINO REY 60G MOLIDO DISX12U","","7702175111224",25200.0000,17241.0222,7958.9778,30,"192.168.123.231"
"017361","SALSA BBQ BARY 170G DULCE DOYPACK","","7702439972127",25200.0000,17197.1025,8002.8975,30,"192.168.123.231"
"027824","NOSOTRAS 10U MULTIESTILO CLASICA","200039628","7702026148447",25200.0000,17086.7311,8113.2689,30,"192.168.123.231"
"018059","FERRERO ROCHE 3U","","78909434",25200.0000,17030.5802,8169.4198,30,"192.168.123.231"
"030032","MICROPORE 3M 1U 24X3 PAQX3U","200003321","7702098036048",25200.0000,16463.3732,8736.6268,30,"192.168.123.231"
"022157","PASABOCAS SANISSIMO 20G CHIA Y QUINUA","","77015326018977",25200.0000,13753.0400,11446.9600,30,"192.168.123.231"
"019215","COPITO AMOROSITO P80 L100 ICOM","200045490","7704768007006",25200.0000,11112.0180,14087.9820,30,"192.168.123.231"
"021759","CHUNKY CAT ADULTO 1.5KL SALMON CORDERO","","7707205157005",25100.0000,20177.5000,4922.5000,30,"192.168.123.231"
"014675","RISPERIDONA 2MG 20TAB MK","100016990","7702057079598",25100.0000,17494.0000,7606.0000,30,"192.168.123.231"
"028265","PONQUE BIMBO BIMBOLETE VAINILLA 8U","","7705326289209",25050.0000,18408.2631,6641.7369,30,"192.168.123.231"
"021961","RAID 285ML ACCION ZANCUDOS Y MOSCAS","","7501032926175",25000.0000,24017.6454,982.3546,30,"192.168.123.231"
"024477","ESPONJA SCOTCH COLORES P3 L4","","7702098039018",25000.0000,18070.1400,6929.8600,30,"192.168.123.231"
