id_product_erp,id_product_mariadb,nombre_prestashop,nombre_erp,referencia,ean13,codigo_match,grupo_erp_nivel_1,grupo_erp_nivel_2,grupo_erp_nivel_4,grupo_erp_nivel_6,grupo_erp_nivel_7,grupo_prestashop,subgrupo_prestashop,unidad_erp,unidad_mariadb_inferida,factor_conversion_precio,inventario_erp_192_168_0_231,inventario_para_mariadb,inventario_mariadb,pendiente,final_sync,precio_mariadb,precio_erp,precio_para_mariadb,pum_fuente,pum_unidad,pum_ratio,pum_precio_unitario,otras_listas_precios_erp,servidor_sync,fecha_ultima_compra_erp,cantidad_ultima_compra_erp,valor_ultima_compra_erp,accion
"015858",4430,"Doliren Abbott 10 Tabletas","DOLIREN 5MG/325MG CJAX0TAB","15858","7702870071915","7702870071915","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LAFR LAFRANCOL","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,69000.00,69000.00,69000.00,"PRESTASHOP_EXISTENTE","Tabletas",10.000000,6900.000000,"Lista 1: 69000.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"001640",4431,"Dorixina Relax 20 Comprimidos","DORIXINA RELAX 20 COMPRI(PN)","1640","7730698334370","7730698334370","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MEGA MEGALABS","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,1,1,1,0,1,74100.00,74100.00,74100.00,"PRESTASHOP_EXISTENTE","Comprimidos",20.000000,3705.000000,"Lista 1: 74100.00000000",192.168.0.231,"2026-06-12","1.00000000","59326.0000",ACTUALIZAR_PUM
"010676",4432,"Duodart gsk 30 Cápsulas","DUODART 0.5MG/0.4MG FCOX30TAB","10676","7707172689684","7707172689684","60 MEDICAMENTOS","6008 MEDICAMENTOS REGULADOS & SIN DESCUENTO","GLAX GLAXO","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","FCO","FCO",1.000000,1,1,1,0,1,79950.00,79950.00,79950.00,"PRESTASHOP_EXISTENTE","Cápsulas",30.000000,2665.000000,"Lista 1: 79950.00000000",192.168.0.231,"2026-05-11","1.00000000","69048.0000",ACTUALIZAR_PUM
"001353",4441,"Epamin Pfizer 50 Cápsulas 100mg","EPAMIN 100MG FCOX50CAP","1353","7703283405946","7703283405946","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","PFIZ PFIZER","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","FCO","FCO",1.000000,1,1,1,0,1,38650.00,38650.00,38650.00,"PRESTASHOP_EXISTENTE","Cápsula",50.000000,773.000000,"Lista 1: 38650.00000000",192.168.0.231,"2026-05-13","3.00000000","32811.0000",ACTUALIZAR_PUM
"007695",4442,"Eroxim 1 Tableta 100mg","EROXIM 100MG CJAX1TAB","7695","7702870002599","7702870002599","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LAFR LAFRANCOL","DROGU DROGUERIA","PLAB PLAN B","Droguería","","CJA","CJA",1.000000,6,6,6,0,6,22600.00,22600.00,22600.00,"PRESTASHOP_EXISTENTE","Tabletas",1.000000,22600.000000,"Lista 1: 22600.00000000",192.168.0.231,"2026-03-24","3.00000000","14586.0000",ACTUALIZAR_PUM
"005778",4444,"Espirolan Labinco 20 Tabletas 25mg","ESPIROLAN 25MG CJAX20TAB","5778","7707177972026","7707177972026","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LABI LAB INTERNACIONAL COL","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,2,2,2,0,2,18100.00,18100.00,18100.00,"PRESTASHOP_EXISTENTE","Tabletas",20.000000,905.000000,"Lista 1: 18100.00000000",192.168.0.231,"2026-05-07","2.00000000","12391.0000",ACTUALIZAR_PUM
"001233",4445,"Eutirox Merck 50 Tabletas 100mcg","EUTHYROX 100MCG 50TAB","1233","7702418001558","1233","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MERK MERCK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,10,10,9,0,10,78350.00,78350.00,78350.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1567.000000,"Lista 1: 78350.00000000",192.168.0.231,"2026-06-12","2.00000000","56588.0000",ACTUALIZAR_STOCK_PUM
"006454",4446,"Eutirox Merck 50 Tabletas 25mcg","EUTHYROX 25MCG CJAX50TAB","6454","7501298212265","6454","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MERK MERCK","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,3,3,3,0,3,54000.00,54000.00,54000.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1080.000000,"Lista 1: 54000.00000000",192.168.0.231,"2026-06-12","1.00000000","40332.0000",ACTUALIZAR_PUM
"001232",4447,"Eutirox Merck 50 Tabletas 50mcg","EUTHYROX 50MCG 50TAB","1232","7702418001541","1232","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MERK MERCK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,16,16,16,0,16,63400.00,63400.00,63400.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1268.000000,"Lista 1: 63400.00000000",192.168.0.231,"2026-06-12","2.00000000","41790.0000",ACTUALIZAR_PUM
"001234",4448,"Eutirox Merck 50 Tabletas 75mcg","EUTHYROX 75MCG 50TAB","1234","7501298224244","7501298224244","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MERK MERCK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,7,7,7,0,7,69250.00,69250.00,69250.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1385.000000,"Lista 1: 69250.00000000",192.168.0.231,"2026-06-15","2.00000000","58861.0000",ACTUALIZAR_PUM
"010175",4449,"Eutirox Merck 50 Tabletas 88mcg","EUTHYROX 88MCG CJAX50TAB","10175","7501298221922","10175","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","MERK MERCK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,7,7,7,0,7,76300.00,76300.00,76300.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1526.000000,"Lista 1: 76300.00000000",192.168.0.231,"2026-06-12","1.00000000","57617.0000",ACTUALIZAR_PUM
"010936",4451,"Farma D 50 Cápsulas 1000UI","FARMA-D 1000UI CJAX50CAP","10936","7703454122634","7703454122634","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","GRUP GRUPOFARMA","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,0,0,0,0,0,75000.00,75000.00,75000.00,"PRESTASHOP_EXISTENTE","Cápsula",50.000000,1500.000000,"Lista 1: 75000.00000000",192.168.0.231,"2026-04-01","1.00000000","66831.0000",ACTUALIZAR_PUM
"014208",4452,"Farma D 60 Cápsulas 2000UI","FARMA-D 2000UI CJAX60TAB","14208","7703454123136","7703454123136","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","FARC FARMACOL","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,1,1,1,0,1,96400.00,96400.00,96400.00,"PRESTASHOP_EXISTENTE","Cápsula",60.000000,1606.666667,"Lista 1: 96400.00000000",192.168.0.231,"2026-06-09","1.00000000","81922.0000",ACTUALIZAR_PUM
"017928",4453,"Farma D 30 Cápsulas 5000UI","FARMA-D 5000UI FCOX30TAB","17928","7703454124027","7703454124027","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","FARC FARMACOL","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,3,3,3,0,3,73250.00,73250.00,73250.00,"PRESTASHOP_EXISTENTE","Cápsula",30.000000,2441.666667,"Lista 1: 73250.00000000",192.168.0.231,"2026-05-14","2.00000000","66832.0000",ACTUALIZAR_PUM
"013356",4455,"Enemag Icom Limón Solución Oral  133ml","ENEMA ORAL 133ML LIMON ICOM","13356","7707200905151","7707200905151","60 MEDICAMENTOS","6005 QUIRURGICOS","ICOM ICOM","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","FCO","FCO",1.000000,13,13,13,0,13,22300.00,22300.00,22300.00,"PLANILLA_PUM","Mililitro",133.000000,167.669173,"Lista 1: 22300.00000000",192.168.0.231,"2026-06-09","6.00000000","10264.0000",SIN_CAMBIO
"008457",4456,"Cortioftal F Visión Suspensión oftálmica  5ml","CORTIOFTAL F GOTAS 1%/0.12% FCO 5ML","8457","7702057077334","7702057077334","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","TEET TECNOQUIMICAS MED TQ","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","FCO","FCO",1.000000,3,3,3,0,3,91900.00,91900.00,91900.00,"PLANILLA_PUM","Mililitro",5.000000,18380.000000,"Lista 1: 91900.00000000",192.168.0.231,"2026-04-01","1.00000000","78119.0000",SIN_CAMBIO
"020308",4458,"Fenalgex TQ 10 Tabletas","FENALGEX CJAX10TAB","20308","7702057014223","7702057014223","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,51990.00,51990.00,51990.00,"PRESTASHOP_EXISTENTE","Tabletas",13.508319,3848.739432,"Lista 1: 51990.00000000",192.168.0.231,"","","",SIN_CAMBIO
"010168",4460,"Ferbin C.L Novamed 50 Cápsulas 250mg","FERBIN 250MG FCOX50TAB","10168","7703546153508","7703546153508","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","NOVM NOVAMED SA","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,2,2,2,0,2,71750.00,71750.00,71750.00,"PRESTASHOP_EXISTENTE","Tabletas",50.000000,1435.000000,"Lista 1: 71750.00000000",192.168.0.231,"2026-06-16","1.00000000","60960.0000",ACTUALIZAR_PUM
"018743",4461,"Fexofenadina 10 Tabletas 120mg","FEXOFENADINA 120MG 10TAB PROCAPS","18743","7703153035877","7703153035877","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","PROC PROCAPS","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,39000.00,39000.00,39000.00,"PRESTASHOP_EXISTENTE","Tabletas",10.000000,3900.000000,"Lista 1: 39000.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"000757",4462,"Finapar Bioquifar 2 Tabletas 200mg","FINAPAR 200MG 2TAB","757","7707019340105","7707019340105","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","BIOQ BIOQUIFAR","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","CJA","CJA",1.000000,10,10,10,0,10,5950.00,5950.00,5950.00,"PRESTASHOP_EXISTENTE","Tabletas",2.380000,2500.000000,"Lista 1: 5950.00000000",192.168.0.231,"2026-05-21","4.00000000","1459.0000",ACTUALIZAR_PUM
"001149",4463,"Fluconazol Icom 1 Cápsulas 150mg","FLUCONAZOL 150MG 1CAP ICOM","1149","7707200900859","7707200900859","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","ICOM ICOM","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,5,5,5,0,5,3000.00,3000.00,3000.00,"PRESTASHOP_EXISTENTE","Cápsulas",1.000000,3000.000000,"Lista 1: 3000.00000000",192.168.0.231,"2026-06-11","6.00000000","1294.0000",ACTUALIZAR_PUM
"001839",4464,"Fluconazol Mk 1 Cápsulas 150mg","FLUCONAZOL 150MG 1CAP MK","1839","7702057072957","7702057072957","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,4,4,4,0,4,4550.00,4550.00,4550.00,"PRESTASHOP_EXISTENTE","Cápsulas",1.000000,4550.000000,"Lista 1: 4550.00000000",192.168.0.231,"2026-06-15","2.00000000","3196.0000",ACTUALIZAR_PUM
"005021",4465,"Fluconazol Mk 4 Cápsulas 200mg","FLUCONAZOL 200MG 4CAP MK","5021","7702057077402","7702057077402","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,1,1,1,0,1,19100.00,19100.00,19100.00,"PRESTASHOP_EXISTENTE","Cápsula",4.000000,4775.000000,"Lista 1: 19100.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"006898",4467,"Flumetol NF 5ml","FLUMETOL-NF 0.1% FCO 5ML","6898","736085410471","736085410471","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LASO LAB SOPHIA","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,2,2,2,0,2,59000.00,59000.00,59000.00,"PLANILLA_PUM","Mililitro",5.000000,11800.000000,"Lista 1: 59000.00000000",192.168.0.231,"2026-05-26","1.00000000","50132.0000",SIN_CAMBIO
"011880",4473,"Fluoxetina AG 30 Cápsulas 20mg","FLUOXETINA 20MG 30CAP AMERICAN GENERICS","11880","7706569000545","7706569000545","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","LAFR LAFRANCOL","DROGU DROGUERIA","PLAB PLAN B","Droguería","","CJA","CJA",1.000000,11,11,11,0,11,13200.00,13200.00,13200.00,"PRESTASHOP_EXISTENTE","Cápsulas",30.000000,440.000000,"Lista 1: 13200.00000000",192.168.0.231,"2026-06-05","2.00000000","7909.0000",ACTUALIZAR_PUM
"018547",4475,"Fucilix Crema Icom 2% 15gr","FUCILIX 2% CREMA 15G ICOM","18547","7704768003107","7704768003107","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","ICOM ICOM","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","UND","UND",1.000000,8,8,8,0,8,37950.00,37950.00,37950.00,"INFERIDO_NOMBRE","Gramo",15.000000,2530.000000,"Lista 1: 37950.00000000",192.168.0.231,"2026-06-11","2.00000000","8276.0000",ACTUALIZAR_PUM
"000333",4479,"Furosemida Mk Fracción 30 Tabletas 40mg","FUROSEMIDA 40MG 30TAB MK CJAX300TAB","333","7702057708870","7702057708870","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,101000.00,101000.00,101000.00,"PRESTASHOP_EXISTENTE","Tabletas",30.000000,3366.666667,"Lista 1: 101000.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"007475",4481,"Gaap Ofteno Sophia Solución Oftálmica 3ml","GAAP OFTENO FCO 3ML","7475","736085410624","736085410624","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LASO LAB SOPHIA","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","FCO","FCO",1.000000,6,6,6,0,6,26000.00,26000.00,26000.00,"PLANILLA_PUM","Mililitro",3.000000,8666.666667,"Lista 1: 26000.00000000",192.168.0.231,"2026-06-16","4.00000000","21841.0000",SIN_CAMBIO
"005261",4482,"Gabapentin Mk 30 Cápsulas 300mg","GABAPENTIN 300MG CJAX30CAP","5261","7702057070229","7702057070229","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","TEET TECNOQUIMICAS MED TQ","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","CJA","CJA",1.000000,2,2,2,0,2,15000.00,15000.00,15000.00,"PRESTASHOP_EXISTENTE","Cápsula",30.000000,500.000000,"Lista 1: 15000.00000000",192.168.0.231,"2026-06-04","1.00000000","12766.0000",ACTUALIZAR_PUM
"005370",4483,"Gabapentin Mk 30 Cápsulas 400mg","GABAPENTIN 400MG 30CAP MK","5370","7702057070205","7702057070205","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,22100.00,22100.00,22100.00,"PRESTASHOP_EXISTENTE","Cápsula",30.000000,736.666667,"Lista 1: 22100.00000000",192.168.0.231,"2026-05-29","1.00000000","15479.0000",ACTUALIZAR_PUM
"000831",4484,"Champú Gamabenceno 60ml","GAMABENCENO PLUS CHAM 60ML PN","831","7702195000423","831","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LBSS LAB BUSSIE","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","FCO","FCO",1.000000,0,0,0,0,0,35000.00,35000.00,35000.00,"INFERIDO_NOMBRE","Mililitro",60.000000,583.333333,"Lista 1: 35000.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"000832",4485,"Crema Gamabenceno Plus 60gr","GAMABENCENO PLUS TBO 60G","832","7702195000041","7702195000041","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LBSS LAB BUSSIE","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,0,0,0,0,0,58300.00,58300.00,58300.00,"INFERIDO_NOMBRE","Gramo",60.000000,971.666667,"Lista 1: 58300.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"000613",4486,"Gemfibrozilo AG 20 Tabletas 600mg","GEMFIBROZILO 600MG 20TAB AMERICAN GENERICS","613","7706569000170","7706569000170","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","LAFR LAFRANCOL","DROGU DROGUERIA","PLAB PLAN B","Droguería","","CJA","CJA",1.000000,2,2,2,0,2,31800.00,31800.00,31800.00,"PRESTASHOP_EXISTENTE","Tabletas",20.000000,1590.000000,"Lista 1: 31800.00000000",192.168.0.231,"2026-06-18","2.00000000","19092.0000",ACTUALIZAR_PUM
"012004",4487,"Gentacrem Vonhaller 40gr","GENTACREM TBO 40G","12004","7706324001091","7706324001091","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","VONH VON HALLER LTDA","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,2,2,2,0,2,19950.00,19950.00,19950.00,"INFERIDO_NOMBRE","Gramo",40.000000,498.750000,"Lista 1: 19950.00000000",192.168.0.231,"2026-06-19","1.00000000","16431.0000",ACTUALIZAR_PUM
"018836",4490,"Gentamicina Vitalis 1 Ampolla 160mg 2ml","GENTAMICINA 160ML 1AMP VITALIS CJAX10AMP","18836","7707236122393","7707236122393","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","VITA VITALIS","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,59000.00,59000.00,59000.00,"INFERIDO_NOMBRE","Mililitro",160.000000,368.750000,"Lista 1: 59000.00000000",192.168.0.231,"2026-05-02","1.00000000","41395.0000",ACTUALIZAR_PUM
"013358",4494,"Gentooftal 0.3% Icom 10mL","GENTOOFTAL 0.3% GOT 10ML ICOM","13358","7704768001325","7704768001325","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","ICOM ICOM","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","UND","UND",1.000000,6,6,6,0,6,17050.00,17050.00,17050.00,"INFERIDO_NOMBRE","Mililitro",10.000000,1705.000000,"Lista 1: 17050.00000000",192.168.0.231,"2026-06-12","3.00000000","5071.0000",ACTUALIZAR_PUM
"007118",4497,"Glibenclamida Mk 30 Tabletas 5mg","GLIBENCLAMIDA 5MG 30TAB MK","7118","7702057074043","7702057074043","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","TEMK TECNOQUIMICAS GEN MK","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,2,2,2,0,2,31990.00,31990.00,31990.00,"PRESTASHOP_EXISTENTE","Tabletas",30.000000,1066.333333,"Lista 1: 31990.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"011805",4498,"Crema Calmante Hemoaliv Icom 60gr","HEMOALIV CREMA 60G CALMANTE ICOM","11805","7704768003787","7704768003787","60 MEDICAMENTOS","6007 PRODUCTOS FARMACEUTICOS GRAVADOS IVA","ICOM ICOM","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","TBO","TBO",1.000000,9,9,9,0,9,18445.38,21950.00,21950.00,"INFERIDO_NOMBRE","Gramo",60.000000,365.833333,"Lista 1: 21950.00000000",192.168.0.231,"2026-06-15","2.00000000","9922.0000",ACTUALIZAR_PRECIO_PUM
"005160",4499,"Hemocyton Elixir 340ml","HEMOCYTON JARABE 340ML","5160","7702057067212","7702057067212","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","TEET TECNOQUIMICAS MED TQ","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","FCO","FCO",1.000000,4,4,4,0,4,37500.00,37500.00,37500.00,"INFERIDO_NOMBRE","Mililitro",340.000000,110.294118,"Lista 1: 37500.00000000",192.168.0.231,"2026-05-19","1.00000000","31862.0000",ACTUALIZAR_PUM
"000951",4503,"Hidroclorotiazida Genfar 30 Tabletas 25mg","HIDROCLOROTIAZIDA 25MG 30TAB GENFAR","951","7702605101429","7702605101429","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","GENF GENFAR","DROGU DROGUERIA","PLAB PLAN B","Droguería","","CJA","CJA",1.000000,11,11,11,0,11,5350.00,5350.00,5350.00,"PRESTASHOP_EXISTENTE","Tabletas",30.000000,178.333333,"Lista 1: 5350.00000000",192.168.0.231,"2026-06-11","6.00000000","3704.0000",ACTUALIZAR_PUM
"013360",4506,"Hidrolan Icom 20 Tabletas 25mg","HIDROLAN 25MG CJAX20TAB ICOM","13360","7707200907193","7707200907193","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","ICOM ICOM","DROGU DROGUERIA","PLES PLAN ESTRELLA","Droguería","","CJA","CJA",1.000000,0,0,5,0,0,25950.00,25950.00,25950.00,"PRESTASHOP_EXISTENTE","Tabletas",20.000000,1297.500000,"Lista 1: 25950.00000000",192.168.0.231,"2026-06-19","5.00000000","4224.0000",ACTUALIZAR_STOCK_PUM
"009427",4508,"Inflacord Retard Chalver  1 Ampolla","INFLACOR RETARD 1ML 1AMP","9427","7703889096722","7703889096722","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","CHAL CHALVER","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,0,0,0,0,0,39800.00,39800.00,39800.00,"INFERIDO_NOMBRE","Mililitro",1.000000,39800.000000,"Lista 1: 39800.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"000230",4509,"Isodine Sanfer Fracción 6 Óvulos 200mg","ISODINE 6OV CJAX24OV","230","7702195300516","7702195300516","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LBSS LAB BUSSIE","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,72400.00,72400.00,72400.00,"PRESTASHOP_EXISTENTE","Óvulos",6.000000,12066.666667,"Lista 1: 72400.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"005885",4510,"Isoface Procaps 30 Cápsulas 20mg","ISOFACE 20MG 30CAP PN","5885","7703153016234","7703153016234","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","PROC PROCAPS","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,0,0,0,0,0,223100.00,223100.00,223100.00,"PLANILLA_PUM","Gramo",20.000000,11155.000000,"Lista 1: 223100.00000000",192.168.0.231,"2026-03-18","1.00000000","194086.0000",SIN_CAMBIO
"000559",4511,"IsoptoAtropina 1% Alcon 5mL","ISOPTO ATROPINA GOTAS 1% FCO 5ML","559","7896548134405","7896548134405","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","ALCO ALCON","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","FCO","FCO",1.000000,0,0,0,0,0,37500.00,37500.00,37500.00,"INFERIDO_NOMBRE","Mililitro",5.000000,7500.000000,"Lista 1: 37500.00000000",192.168.0.231,"","","",ACTUALIZAR_PUM
"009750",4512,"Isotretinoína 30 Cápsulas 10mg","ISOTRETINOINA 10MG 30CAP PROCAPS","9750","7703153020729","7703153020729","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","PROC PROCAPS","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,1,1,1,0,1,137900.00,137900.00,137900.00,"PRESTASHOP_EXISTENTE","Cápsula",30.000000,4596.666667,"Lista 1: 137900.00000000",192.168.0.231,"2026-04-30","1.00000000","93592.0000",ACTUALIZAR_PUM
"006803",4513,"Isotretinoína 30 Cápsulas 20mg","ISOTRETINOINA 20MG 30CAP","6803","7703153020736","7703153020736","60 MEDICAMENTOS","6002 MEDICAMENTOS GENERICOS","PROC PROCAPS","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","CJA","CJA",1.000000,2,2,2,0,2,118000.00,118000.00,118000.00,"PLANILLA_PUM","Gramo",20.000000,5900.000000,"Lista 1: 118000.00000000",192.168.0.231,"2026-06-09","2.00000000","95311.0000",SIN_CAMBIO
"005395",4514,"Ivergot Gotas 0.6% 5mL","IVERGOT GOTAS 0.6% FCO 5ML","5395","7705451000175","5395","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LICO LAB LICOL","DROGU DROGUERIA","PODR PORTAFOLIO DROGUERIA","Droguería","","FCO","FCO",1.000000,7,7,7,0,7,22500.00,22500.00,22500.00,"PLANILLA_PUM","Mililitro",5.000000,4500.000000,"Lista 1: 22500.00000000",192.168.0.231,"2026-06-09","4.00000000","9462.5000",SIN_CAMBIO
"017481",4515,"Solución Oral Izinova 2 Und 352ml","IZINOVA 6ONZ 2U","17481","3582186002063","17481","60 MEDICAMENTOS","6001 MEDICAMENTOS COMERCIAL","LAFR LAFRANCOL","DROGU DROGUERIA","PODD PORTAFOLIO DROGUERIA DESCODIFICADO","Droguería","","UND","UND",1.000000,1,1,1,0,1,151850.00,151850.00,151850.00,"INFERIDO_NOMBRE","Unidad",2.000000,75925.000000,"Lista 1: 151850.00000000",192.168.0.231,"2026-06-02","1.00000000","129059.0000",ACTUALIZAR_PUM
